"country_destination","age_bucket","gender","population_in_thousands","year","lat_destination","lng_destination","distance_km","destination_km2","destination_language","language_levenshtein_distance"
"AU","0-4","female",781,2015,-26.853388,133.27516,15297.744,7741220,"eng",0
"CA","75-79","female",530,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","75-79","male",446,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","35-39","female",1192,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","25-29","female",1220,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","95-99","male",13,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","40-44","male",1179,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","30-34","female",1240,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","60-64","female",1142,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","55-59","male",1287,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","45-49","male",1232,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","85-89","female",300,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","50-54","male",1400,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","100+","male",1,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","70-74","male",650,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","95-99","female",42,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","100+","female",7,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","90-94","male",68,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","50-54","female",1391,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","0-4","male",1045,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","5-9","male",1011,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","70-74","female",715,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","10-14","male",983,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","55-59","female",1305,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","45-49","female",1217,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","20-24","female",1159,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","15-19","male",1054,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","20-24","male",1203,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","65-69","male",914,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","40-44","female",1169,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","90-94","female",153,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","65-69","female",973,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","60-64","male",1094,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","85-89","male",183,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","25-29","male",1273,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","5-9","female",960,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","80-84","female",422,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","30-34","male",1262,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","10-14","female",929,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","0-4","female",991,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","35-39","male",1189,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","15-19","female",1009,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"CA","80-84","male",318,2015,62.393303,-96.818146,2828.1333,9984670,"eng",0
"DE","70-74","male",2099,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","80-84","female",1486,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","60-64","female",2799,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","100+","male",3,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","5-9","female",1690,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","75-79","female",2421,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","70-74","female",2362,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","65-69","female",2134,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","85-89","male",517,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","25-29","female",2495,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","60-64","male",2575,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","0-4","female",1713,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","55-59","male",2983,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","50-54","male",3614,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","30-34","female",2571,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","45-49","male",3525,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","40-44","male",2633,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","35-39","female",2402,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","65-69","male",2003,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","35-39","male",2448,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","20-24","female",2161,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","30-34","male",2627,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","95-99","male",17,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","40-44","female",2559,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","75-79","male",1932,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","25-29","male",2593,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","10-14","female",1800,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","20-24","male",2266,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","15-19","male",2076,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","45-49","female",3357,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","10-14","male",1892,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","5-9","male",1781,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","50-54","female",3513,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","0-4","male",1811,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","15-19","female",1974,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","100+","female",14,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","90-94","male",154,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","80-84","male",1016,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","95-99","female",71,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","90-94","female",491,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","55-59","female",2996,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"DE","85-89","female",988,2015,51.165707,10.452764,7879.568,357022,"deu",72.61
"ES","95-99","male",22,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","15-19","female",1027,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","85-89","male",306,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","75-79","male",688,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","40-44","female",1924,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","100+","male",3,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","90-94","male",112,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","45-49","male",1909,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","15-19","male",1087,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","0-4","female",1198,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","70-74","female",1040,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","5-9","male",1307,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","10-14","female",1124,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","30-34","male",1748,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","65-69","female",1251,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","95-99","female",64,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","80-84","female",843,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","55-59","male",1479,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","10-14","male",1189,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","50-54","female",1733,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","20-24","female",1106,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","40-44","male",2052,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","70-74","male",880,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","30-34","female",1646,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","35-39","male",2117,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","75-79","female",906,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","25-29","female",1280,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","5-9","female",1235,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","60-64","male",1235,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","55-59","female",1531,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","25-29","male",1347,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","85-89","female",563,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","65-69","male",1119,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","100+","female",9,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","90-94","female",256,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","35-39","female",1966,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","80-84","male",559,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","0-4","male",1272,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","60-64","female",1316,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","50-54","male",1727,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","20-24","male",1175,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"ES","45-49","female",1852,2015,39.896027,-2.4876945,7730.724,505370,"spa",92.25
"FR","40-44","male",2212,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","60-64","male",1891,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","90-94","male",164,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","35-39","male",1842,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","100+","male",3,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","75-79","female",1223,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","25-29","female",2041,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","70-74","male",1103,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","30-34","male",2035,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","85-89","male",405,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","55-59","female",2125,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","90-94","female",465,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","25-29","male",2081,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","95-99","male",20,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","75-79","male",918,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","20-24","male",2040,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","10-14","female",1894,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","65-69","female",1985,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","45-49","female",2220,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","15-19","male",2016,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","70-74","female",1317,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","80-84","male",712,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","10-14","male",1985,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","80-84","female",1137,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","5-9","male",1992,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","50-54","female",2234,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","5-9","female",1914,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","60-64","female",2065,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","0-4","male",2035,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","40-44","female",2231,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","15-19","female",1916,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","85-89","female",838,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","100+","female",19,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","0-4","female",1938,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","20-24","female",1947,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","55-59","male",1939,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","30-34","female",2046,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","50-54","male",2123,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","95-99","female",82,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","45-49","male",2194,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","65-69","male",1780,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"FR","35-39","female",1856,2015,46.232193,2.209667,7682.945,643801,"fra",92.06
"GB","10-14","female",1690,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","35-39","male",1979,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","65-69","female",1858,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","60-64","male",1693,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","10-14","male",1771,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","95-99","female",81,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","25-29","male",2213,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","5-9","female",1913,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","40-44","male",2101,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","100+","female",13,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","70-74","female",1422,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","60-64","female",1775,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","85-89","female",602,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","30-34","male",2190,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","65-69","male",1735,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","55-59","male",1925,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","80-84","female",896,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","100+","male",3,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","45-49","male",2301,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","35-39","female",1964,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","55-59","female",1991,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","85-89","male",365,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","40-44","female",2147,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","95-99","male",29,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","50-54","female",2306,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","0-4","female",1888,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","25-29","female",2122,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","20-24","female",1957,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","15-19","male",1864,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","50-54","male",2220,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","90-94","female",310,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","5-9","male",2007,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","20-24","male",2061,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","75-79","male",978,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","15-19","female",1783,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","80-84","male",661,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","70-74","male",1273,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","30-34","female",2112,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","45-49","female",2349,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","75-79","female",1166,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","90-94","male",145,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"GB","0-4","male",1981,2015,54.63322,-3.4322774,6883.659,243610,"eng",0
"IT","20-24","female",1514,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","65-69","male",1716,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","100+","male",3,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","95-99","male",22,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","90-94","male",164,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","85-89","male",440,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","60-64","male",1749,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","55-59","male",1976,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","15-19","female",1411,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","80-84","male",808,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","50-54","male",2322,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","45-49","male",2476,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","40-44","male",2428,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","35-39","male",2117,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","30-34","male",1814,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","25-29","male",1673,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","20-24","male",1601,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","15-19","male",1493,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","10-14","male",1468,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","75-79","male",1191,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","5-9","male",1473,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","10-14","female",1388,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","0-4","male",1468,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","100+","female",15,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","0-4","female",1383,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","95-99","female",79,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","90-94","female",436,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","85-89","female",855,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","80-84","female",1231,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","75-79","female",1534,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","70-74","female",1567,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","65-69","female",1893,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","70-74","male",1338,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","60-64","female",1880,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","5-9","female",1395,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","55-59","female",2069,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","50-54","female",2373,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","45-49","female",2480,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","40-44","female",2411,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","35-39","female",2090,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","30-34","female",1791,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"IT","25-29","female",1610,2015,41.87399,12.564167,8636.631,301340,"ita",89.4
"NL","60-64","female",524,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","80-84","female",231,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","5-9","female",450,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","90-94","male",25,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","85-89","female",151,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","70-74","male",351,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","55-59","female",580,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","90-94","female",69,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","95-99","female",15,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","100+","female",2,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","50-54","female",636,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","0-4","male",462,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","5-9","male",473,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","10-14","male",517,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","45-49","female",637,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","15-19","male",510,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","20-24","female",504,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","20-24","male",527,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","65-69","male",518,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","25-29","male",518,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","40-44","female",583,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","10-14","female",493,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","30-34","male",503,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","95-99","male",4,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","75-79","male",246,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","35-39","male",490,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","80-84","male",158,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","35-39","female",490,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","40-44","male",582,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","15-19","female",484,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","0-4","female",438,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","45-49","male",650,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","30-34","female",497,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","50-54","male",646,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","100+","male",0,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","55-59","male",581,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
